Payload,Fport
076F054E0AFC,2
076F06730AFC,2
076F07970AFC,2
076907980AFC,2
076307990AFC,2
075E079A0AFC,2
0758079B0AFC,2
0753079C0AFC,2
074D079D0B06,2
0745078F0B06,2
073D07810B06,2
073607730B06,2
072E07650B06,2
072607570B06,2
071E07490B0D,2
071807440B0D,2
071107400B0D,2
070A073C0B0D,2
070407380B0D,2
06FD07340B0D,2
06F7072F0B0D,2
06F1072D0B0D,2
06EA072B0B0D,2
06E407290B0D,2
06DE07270B0D,2
06D807250B0D,2
06D107230B0D,2
06CB07210B0D,2
06C507200B0D,2
06BF071E0B0D,2
06B8071D0B0D,2
06B2071B0B0D,2
06AC07190B0D,2
06A507190B0D,2
069E07180B0D,2
069707180B0D,2
069007170B0D,2
068907170B0D,2
068307160B10,2
067B07140B10,2
067307120B10,2
066B07100B10,2
0663070E0B10,2
065C070C0B10,2
0654070A0B0D,2
065205DE0B0D,2
064F04B30B0D,2
064D03880B0D,2
064B025C04E3,2
0649013104E3,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
055300000007,2
055300000006,2
055300000004,2
055300000003,2
055300000003,2
055300000002,2
055300000002,2
055300000001,2
05530554021E,2
054A062303D3,2
053C0727053D,2
053107660667,2
052607D1074D,2
051A087907FE,2
050F08A40891,2
050408CF0905,2
04F8089A0947,2
04ED08DD098A,2
04E108A909A8,2
04D6090209FD,2
04CA081807FD,2
04BF06C30664,2
04B4066A051D,2
04A8065B0417,2
049D05740346,2
049D0543029E,2
049D04E10218,2
049D04AC01AD,2
049D04880157,2
049D04780112,2
049D047C00DB,2
049D048E00AF,2
049D03C3008C,2
049D03EF0070,2
049D042D0059,2
049D03FA0047,2
051B045B0039,2
051B048E002E,2
051B044C0024,2
051B0419001D,2
051B04650017,2
051B03980012,2
051B0000000F,2
051B0000000C,2
051B00000009,2
051B00000007,2
051B00000006,2
051B00000004,2
051B00000003,2
051B00000003,2
051B00000002,2
051B00000002,2
051B00000001,2
051B00000001,2
051B00000001,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
051B00000000,2
04F804FA020B,2
04F605E103DC,2
04F506910535,2
04F307730652,2
04F207BB073F,2
04F008420804,2
04EF086B0878,2
04ED089D0909,2
04EC08950957,2
04EA094D09C1,2
04E908EB0A02,2
04E709760A53,2
04E7080B0842,2
04E70717069B,2
04E706870549,2
04E70646043A,2
04E705910362,2
04E7052802B4,2
04E70526022A,2
04E704E501BB,2
04E7050F0162,2
04E70492011B,2
04E7046100E3,2
04E7042500B5,2
04E704B20091,2
04E704230074,2
04E703F8005D,2
04E70467004A,2
04E70352003B,2
04E70424002F,2
04E704280026,2
04E7047D001E,2
04E703EE0018,2
04E603F6012B,2
04E504EA0201,2
04E5057C02B6,2
04E5053F022B,2
04E5049D01BC,2
04E504510163,2
04E504AA011C,2
04E504C900E3,2
04E5041900B6,2
04E5046F0091,2
04E504530074,2
04E50427005D,2
04E50452004A,2
04E5042B003B,2
04E50412002F,2
04E504290026,2
04E503A7001E,2
04E504200018,2
04E503C00013,2
04E50000000F,2
04E50000000C,2
04E50000000A,2
04E500000008,2
04E500000006,2
04E500000005,2
04E500000004,2
04E500000003,2
04E500000002,2
04E500000002,2
04E500000001,2
04E305710223,2
04E105920393,2
04E00652053F,2
04DE06990676,2
04DD077E0744,2
04DB07FE07F3,2
04DA083D087F,2
04D809160940,2
04D7094A099C,2
04D508C509E3,2
04D409410A33,2
04D208C40A67,2
04D208800852,2
04D207D106A8,2
04D206570553,2
04D206100443,2
04D2058E0368,2
04D2056002BA,2
04D2050E022E,2
04D204D401BE,2
04D204AF0165,2
04D20484011E,2
04D2042400E4,2
04D2045E00B7,2
04D2040E0092,2
04D204400075,2
04D20409005D,2
04D203F5004A,2
04D20464003B,2
04D20442002F,2
04D204450026,2
04D2043A001E,2
04D2045D0018,2
04D204A00013,2
04D20000000F,2
04D20000000C,2
04D20000000A,2
04D200000008,2
04D200000006,2
04D200000005,2
04D200000004,2
04D200000003,2
04D200000002,2
04D200000002,2
04D200000001,2
04D200000001,2
04D200000001,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200030000,2
04D200020000,2
04D200020000,2
04D200010000,2
04D200010000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D200000000,2
04D2000004D1,2
04D2001C04D1,2
04D2003C04D1,2
04CF005C04D1,2
04CF007C04D1,2
04CF009C04D1,2
04CF00BC04E3,2
04CF01E004E3,2
076F030504E3,2
076F04290AFC,2
076F054E0AFC,2
076F06730AFC,2
076F07970AFC,2
076907980AFC,2
076307990AFC,2
075E079A0AFC,2
0758079B0AFC,2
0753079C0AFC,2
074D079D0B06,2
0745078F0B06,2
073D07810B06,2
073607730B06,2
072E07650B06,2
072607570B06,2
071E07490B0D,2
071807440B0D,2
071107400B0D,2
070A073C0B0D,2
070407380B0D,2
06FD07340B0D,2
06F7072F0B0D,2
06F1072D0B0D,2
06EA072B0B0D,2
06E407290B0D,2
06DE07270B0D,2
06D807250B0D,2
06D107230B0D,2
06CB07210B0D,2
06C507200B0D,2
06BF071E0B0D,2
06B8071D0B0D,2
06B2071B0B0D,2
06AC07190B0D,2
06A507190B0D,2
069E07180B0D,2
069707180B0D,2
069007170B0D,2
068907170B0D,2
068307160B10,2
067B07140B10,2
067307120B10,2
066B07100B10,2
0663070E0B10,2
065C070C0B10,2
0654070A0B0D,2
065205DE0B0D,2
064F04B30B0D,2
064D03880B0D,2
064B025C04E3,2
0649013104E3,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064700060000,2
064600080000,2
0646000A0000,2
0646000C04E3,2
0645000C04E3,2
0645000C04E3,2
0645000C0AE3,2
0642000C0AE3,2
063F000C0AE3,2
063B000C0AE3,2
0638000C0AE3,2
0635000C0AE3,2
0632000C0AE8,2
062C000C0AE8,2
0626000C0AE8,2
061F000C0AE8,2
0619000C0AE8,2
0613000C0AE8,2
060D000C0AE0,2
0606000C0AE0,2
0600000C0AE0,2
05F9000C0AE0,2
05F2000C0AE0,2
05EC000C0AE0,2
05E5000C0AD9,2
05DF000C0AD9,2
05D9000C0AD9,2
05D3000C0AD9,2
05CE000C0AD9,2
05C8000C0AD9,2
05C2000C0AD6,2
05BB000C0AD6,2
05B5000C0AD6,2
05AE000C0AD6,2
05A7000C0AD6,2
05A1000C0AD6,2
059A000C0AD6,2
0594000C0AD6,2
058E000C0AD6,2
0589000C0AD6,2
0583000C0AD6,2
057D000C0AD6,2
0577000C0AD4,2
0571000C0AD4,2
056A000C0AD4,2
0564000C0AD4,2
055E000C0AD4,2
0558000C0AD4,2
0551000C0ACC,2
054B000C0ACC,2
0544000C0ACC,2
053E000C0ACC,2
0537000C0ACC,2
0531000C0ACC,2
052A000C0AD6,2
0523000C0AD6,2
051D000C0AD6,2
0516000C0AD6,2
0510000C0AD6,2
0509000C0AD6,2
0503000C0AD6,2
04FE000C0AD6,2
04F9000C0AD6,2
04F5000C0AD6,2
04F0000C0AD6,2
04EB000C0AD6,2
04E7000C0AD9,2
04E0000C0AD9,2
04D9000C0AD9,2
04D2000C0AD9,2
04CB000C0AD9,2
04C4000C0AD9,2
04BD000C0AFC,2
04B8000C0AFC,2
04B2000C0AFC,2
04AC000C0AFC,2
04A7000C0AFC,2
04A1000C0AFC,2
049C000C0AFE,2
0494000C0AFE,2
048D000C0AFE,2
0486000C0AFE,2
047F000C0AFE,2
0478000C0AFE,2
0471000C0AFE,2
046B000C0AFE,2
0465000C0AFE,2
045F000C0AFE,2
0459000C0AFE,2
0453000C0AFE,2
044D000C0AFE,2
0443000C0AFE,2
0439000C0AFE,2
042F000C0AFE,2
0425000C0AFE,2
041B000C0AFE,2
0411000C0AFE,2
040E000C0AFE,2
040C000C0AFE,2
0409000C0AFE,2
0407000C0AFE,2
0404000C0AFE,2
0402000C0AFE,2
03FB000C0AFE,2
03F4000C0AFE,2
03ED000C0AFE,2
03E7000C0AFE,2
03E0000C0AFE,2
03D9000C0AFE,2
03D1000C0AFE,2
03C9000C0AFE,2
03C1000C0AFE,2
03BA02750AFE,2
03B201580AFE,2
03AA003B0AF4,2
03AB003204E3,2
03AC002804E3,2
03AE001F04E3,2
03AF001504E3,2
03B0000C04E3,2
03B100030000,2
03B100030000,2
03B100040000,2
03B100040000,2
03B100050000,2
05B70158006D,2
05B701580057,2
05B701580046,2
05B701580038,2
05B70275002C,2
05B702750023,2
05B70032001C,2
05B700320017,2
05B700320012,2
05B70000000E,2
05B70000000B,2
05B700000009,2
05B700000007,2
05B700000006,2
05B700000004,2
05B700000003,2
05B700000003,2
05B700000002,2
05B700000001,2
05B700000001,2
05B700000001,2
05B700000001,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B700000000,2
05B504B50214,2
05B405B603E8,2
05B206990576,2
05B107120661,2
05AF072B074B,2
05AE07680808,2
05AC083F0898,2
05AB08A40969,2
05A908E7099B,2
05A8090809E7,2
05A609400A1D,2
05A4096D0A4D,2
05A40858094D,2
05A3082C0889,2
05A2080E07F5,2
05A206ED065D,2
05A206520517,2
05A205900413,2
05A205940342,2
05A20562029B,2
05A2051B0216,2
05A2053801AB,2
05A204D60155,2
05A204590111,2
05A204A500DA,2
05A2048400AE,2
05A20461008B,2
05A203FF006F,2
05A204C10059,2
05A203950047,2
05A204590039,2
05A203A7002D,2
05A204010024,2
05A2035F001D,2
05A2041F0017,2
05A203B20012,2
05A20000000F,2
05A20000000C,2
05A200000009,2
05A00545023E,2
059F05FC03F7,2
059D0683054E,2
059C07900657,2
059A074C0743,2
0598086D07FF,2
059708BF088C,2
059508B00900,2
05940921095C,2
05940841077D,2
0594068505FD,2
059406A504CB,2
059406A703D5,2
0594057E0311,2
059405090274,2
0594057401F6,2
059404CA0192,2
059404C60141,2
059404F00101,2
059404B400CD,2
0594046400A4,2
059404BF0083,2
059403F20069,2
059403FF0054,2
0594046C0043,2
059404AD0035,2
05940441002B,2
059404430022,2
05940400001B,2
059403B70016,2
0594039C0011,2
05940000000E,2
05940000000B,2
059400000009,2
059400000007,2
059400000005,2
059400000004,2
059400000003,2
059400000002,2
059400000002,2
059400000001,2
059400000001,2
059400000001,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
059400000000,2
0592056801FA,2
0591061F0409,2
058F06C60568,2
058E07600687,2
058C078D0746,2
058B07E607E4,2
05890899086D,2
0588088608D9,2
05860882093F,2
0585090A09C4,2
058309060A1F,2
058209420A75,2
058108C9097B,2
058008EE08BF,2
057F08590820,2
057F072F0680,2
057F065D0533,2
057F05C00429,2
057F05260354,2
057F057602A9,2
057F05510221,2
057F04F001B4,2
057F048B015D,2
057F04EC0117,2
057F046100DF,2
057F04AB00B2,2
057F043B008E,2
057F043B0072,2
057F03C5005B,2
057F04360049,2
057F0462003A,2
057F0477002E,2
057F03F20025,2
057F0498001D,2
057F03CF0017,2
057F03F30013,2
057F0000000F,2
057F0000000C,2
057F00000009,2
057E053D0245,2
057C0621040F,2
057B0697055B,2
057907490685,2
057807900739,2
0576082B07E3,2
057408550885,2
0573084808F0,2
057108D50959,2
057107FC077A,2
0571073805FB,2
0571069A04C9,2
0571060503D4,2
057105850310,2
057104C20273,2
057104E601F5,2
057104D70191,2
057104B40141,2
0571044B0101,2
057104A900CD,2
0571046B00A4,2
057103AA0083,2
057104DA0069,2
0571049F0054,2
057103E90043,2
057104780035,2
057103E9002B,2
057104A60022,2
0571047C001B,2
057104800016,2
057103CF0011,2
05710000000E,2
05710000000B,2
057100000009,2
057100000007,2
057100000005,2
057100000004,2
057100000003,2
057100000002,2
057100000002,2
057100000001,2
057100000001,2
057100000001,2
057100000000,2
057100000000,2
057100000000,2
057100000000,2
057100000000,2
057100000000,2
057100000000,2
057100000000,2
0323039A0025,2
032303B60021,2
032303C2001E,2
032303D0001B,2
0323036C0018,2
0323039C0016,2
032303710014,2
032303A40012,2
032300000010,2
03230000000E,2
03230000000D,2
03230000000B,2
03230000000A,2
032300000009,2
032300000008,2
032300000007,2
032300000006,2
032300000006,2
032300000005,2
032300000005,2
032300000004,2
032300000004,2
032300000003,2
032300000003,2
032300000003,2
032300000002,2
032300000002,2
032300000002,2
032300000001,2
032300000001,2
032300000001,2
032300000001,2
032300000001,2
032004980198,2
031F05200317,2
031D05AC047D,2
031B06AE05BD,2
0319074306E1,2
031707C607E3,2
0315084708B9,2
031308A808FE,2
03120895091C,2
031108A70947,2
030F08ED094F,2
030E089B0973,2
030D0870090C,2
030D080B08AC,2
030C08670859,2
030B0824080F,2
030A082C07CF,2
030A07D80790,2
030907760758,2
030807950729,2
030807AA06FF,2
0307073606D7,2
0306076B06B1,2
03060756068F,2
0305070F0675,2
03040730065D,2
0304071C0644,2
0304069105A4,2
030406540513,2
030406390491,2
030405C4041C,2
030405DB03B3,2
030405620354,2
030304EA038B,2
0302057003BA,2
0302058E03E6,2
0302051A0382,2
030205720328,2
0302051E02D8,2
03020505028F,2
030204D2024D,2
030204850212,2
0302049401DD,2
0302048B01AD,2
0302049D0182,2
0302042B015C,2
030204340139,2
0302040F011A,2
0302041100FD,2
0302041400E4,2
030203FC00CD,2
030203F500B9,2
030203EE00A6,2
030203B30095,2
0302042C0086,2
030203FE0079,2
030203CB006D,2
0302039C0062,2
030204300058,2
030203B2004F,2
030004010154,2
02FF052C023B,2
02FD0578031F,2
02FC05FA03EF,2
02FA061C04B4,2
02F906440553,2
02F806AC05EF,2
02F606ED065E,2
02F5077106D3,2
02F30773074A,2
02F207B307AA,2
02F107EF07E9,2
02EF07C60835,2
02EE07F5087B,2
02EC085508B6,2
02EC07D307D7,2
02EC06FD070E,2
02EC0749065A,2
02EC068305B7,2
02EC061D0525,2
02EC062704A1,2
02EC05F6042A,2
02EC05B603C0,2
02EC05610360,2
02EC054C0309,2
02EC053602BC,2
02EC04AE0276,2
02EC04660237,2
02EC04DD01FE,2
02EC049201CB,2
02EC0494019D,2
02EC048C0174,2
02EC0457014E,2
02EC043F012D,2
02EC03F6010F,2
02EC03F800F4,2
02EC03D200DB,2
02EC041D00C5,2
02EC040B00B1,2
02EC043B00A0,2
02EC03E40090,2
02EC03BD0081,2
02EC03A00074,2
02EC03F80069,2
02EC03B3005E,2
02EC04310055,2
02EC0365004C,2
02EC03710044,2
02EC03B2003E,2
02EC037F0037,2
02EC03980032,2
02EC03A2002D,2
02EC03870028,2
02EC03970024,2
02EC03750020,2
02EC0362001D,2
02EC0361001A,2
02EC03C30018,2
02EC038F0015,2
02EC03690013,2
02EC032B0011,2
02EC0000000F,2
02EC0000000E,2
02EC0000000C,2
02EC0000000B,2
02EC0000000A,2
02EC00000009,2
02EC00000008,2
02EC00000007,2
02EC00000006,2
02EC00000006,2
02EC00000005,2
02EC00000004,2
02EC00000004,2
02EC00000004,2
02EC00000003,2
02EC00000003,2
02EC00000002,2
02EC00000002,2
02EC00000002,2
02EC00000002,2
03EF00000001,2
03EF00000001,2
03EF00000001,2
03EE03F80128,2
03EC04BD0217,2
03EB052A02DC,2
03EA0584039A,2
03E8060D0444,2
03E7067204F7,2
03E506D0058C,2
03E406C4061D,2
03E2073D0697,2
03E107CD0713,2
03E0079A0780,2
03DE081B07EA,2
03DE07E007A7,2
03DD075E0770,2
03DC073F0740,2
03DC075B0713,2
03DB071306E8,2
03DA078F06C3,2
03DA06D806A0,2
03D9070A067A,2
03D806E4065F,2
03D807370649,2
03D706DE0632,2
03D60699061D,2
03D606BC0609,2
03D506E005FD,2
03D406D805F3,2
03D40642055B,2
03D405FE04D2,2
03D405DE0456,2
03D4055503E7,2
03D405A70383,2
03D4053D0329,2
03D4058F0366,2
03D3056A039B,2
03D205D403CB,2
03D2056D0369,2
03D205290312,2
03D2051B02C3,2
03D204C7027D,2
03D204E8023D,2
03D204AC0204,2
03D2046701D0,2
03D2043C01A2,2
03D204B50178,2
03D204180152,2
03D204340130,2
03D204140112,2
03D2041200F6,2
03D2041E00DE,2
03D203FC00C7,2
03D203D200B3,2
03D203BB00A1,2
03D203AA0091,2
03D2040A0083,2
03D203C60076,2
03D2039C006A,2
03D203B3005F,2
03D203840056,2
03D203D6004D,2
03D10458015F,2
03D004EC0247,2
03CE04CE031F,2
03CD05E103DF,2
03CB06480497,2
03CA0674053F,2
03C9069405C7,2
03C706EE0656,2
03C6076E06CD,2
03C407720736,2
03C307A30795,2
03C207D307E4,2
03C007C9082C,2
03BF084E087A,2
03BE085408A9,2
03BE07D007CB,2
03BE07130703,2
03BE07090650,2
03BE066405AE,2
03BE0632051D,2
03BE0626049A,2
03BE05B00424,2
03BE059F03BA,2
03BE0550035B,2
03BE05280305,2
03BE056B02B7,2
03BE04A10272,2
03BE04E10233,2
03BE04BE01FB,2
03BE045401C8,2
03BE046F019A,2
03BE048D0171,2
03BE040F014C,2
03BE045A012B,2
03BE042D010D,2
03BE040B00F2,2
03BE03A300DA,2
03BE03E300C4,2
03BE03F500B0,2
03BE039C009F,2
03BE03B8008F,2
03BE03D30080,2
03BE03BB0074,2
03BE03E40068,2
03BE03B0005D,2
03BE038A0054,2
03BE039E004C,2
03BE03A80044,2
03BE03AF003D,2
03BE039D0037,2
03BE03CB0031,2
03BE0383002C,2
03BE03630028,2
03BE03B10024,2
03BE03EE0020,2
03BE039E001D,2
03BE03AD001A,2
03BE03960017,2
03BE03B40015,2
03BE03870013,2
03BE03480011,2
03BE0000000F,2
03BE0000000E,2
03BE0000000C,2
03BE0000000B,2
03BE0000000A,2
03BE00000009,2
03BE00000008,2
03BE00000007,2
03BE00000006,2
03BE00000006,2
03BE00000005,2
03BE00000004,2
03BE00000004,2
03BE00000003,2
03BE00000003,2
03BE00000003,2
03BE00000002,2
03BE00000002,2
03BE00000002,2
03BE00000002,2
03BE00000001,2
03BE00000001,2
03BE00000001,2
03BC0424011C,2
03BB05050217,2
03B9055E02FA,2
03B8057B03B7,2
03B705F40483,2
03B5062F0505,2
03B40697059F,2
03B306B1062C,2
03B1071F06A9,2
03B007A5071F,2
03AE07890772,2
03AD07D507CE,2
03AC079B078E,2
03AB07BF0759,2
03AB07B20728,2
03AA072206F9,2
03A9077606CD,2
03A9073A06A8,2
03A8075D068C,2
03A7071E066F,2
03A7071E0657,2
03A607550642,2
03A506C9062B,2
03A506F10617,2
03A407030604,2
03A306B105F2,2
03A306BF05E6,2
03A30649054F,2
03A3062904C7,2
03A305FD044D,2
03A305D503DF,2
03A305CD037C,2
03A305420322,2
03A20561035F,2
03A105BD0393,2
03A1054103C2,2
03A105A60361,2
03A1052E030B,2
03A1054E02BD,2
03A105090277,2
03A1048A0238,2
03A1045601FF,2
03A104A301CC,2
03A104DD019E,2
03A1046B0174,2
03A1046C014F,2
03A103F3012D,2
03A10439010F,2
03A103D600F4,2
03A1041500DC,2
03A1041C00C6,2
03A103FF00B2,2
03A103AE00A0,2
03A103A10090,2
03A104050081,2
03A103B10074,2
03A103830069,2
03A103D2005E,2
033B03CB0055,2
02A30368004C,2
02A200000151,2
02A00000024F,2
029F05800332,2
029E05D803FA,2
029C05E104AF,2
029B06490554,2
029A06A405E0,2
029807090663,2
0297073706D5,2
029607A10727,2
029407990788,2
029307EB07D9,2
0292080F0831,2
029008330873,2
028F089508BA,2
028F078E07DA,2
028F07100711,2
028F070A065C,2
028F068A05B9,2
028F064A0527,2
028F065104A3,2
028F05C4042C,2
028F059503C1,2
028F058D0361,2
028F0556030B,2
028F04BB02BD,2
028F04F20277,2
028F04FA0237,2
028F04BD01FF,2
028F04B201CC,2
028F0455019E,2
028F04580174,2
028F04A3014F,2
028F0443012D,2
028F041B010F,2
028F03EE00F4,2
028F041F00DC,2
028F03DD00C6,2
028F03DD00B2,2
028F03C900A0,2
028F03F50090,2
028F038F0081,2
028F03920074,2
028F03E30069,2
028F03BE005E,2
028F03B80055,2
028F03A4004C,2
028F03F50045,2
028F0395003E,2
028F03690037,2
028F03D90032,2
028F0382002D,2
028F03B30028,2
028F03AE0024,2
028F04030021,2
028F03C5001D,2
028F0377001A,2
028F03880018,2
028F03740015,2
028F03B00013,2
028F03A90011,2
028F0000000F,2
028F0000000E,2
028F0000000C,2
028F0000000B,2
028F0000000A,2
028F00000009,2
028F00000008,2
028F00000007,2
028F00000006,2
028F00000006,2
028F00000005,2
028F00000004,2
028F00000004,2
028F00000004,2
028F00000003,2
028F00000003,2
028F00000002,2
028F00000002,2
028F00000002,2
028F00000002,2
028F00000001,2
028F00000001,2
028F00000001,2
028E04330123,2
028C04740215,2
028B055A02EC,2
028A05A503AB,2
028805E0046B,2
02870679050A,2
028506B70594,2
028406A1061E,2
0283072806A9,2
028107BA0709,2
0280077B0766,2
027E075407B1,2
027E07F90778,2
027D07950740,2
027C0762070E,2
027C06E406E6,2
027B073C06C5,2
027A071706A2,2
027A06AB0683,2
027906FA0668,2
027806F10650,2
027806BE063E,2
027706EA0627,2
027606E50613,2
027606970601,2
027506C605F6,2
0274072C05E9,2
027406080551,2
0274065904C9,2
027405E0044F,2
0274055B03E0,2
027405C7037D,2
027405250324,2
0274057C0360,2
027305840397,2
0272057503C5,2
0272057D0364,2
02720567030D,2
0272052602BF,2
027205100279,2
027204C00239,2
027204BB0200,2
0272049201CD,2
02720475019F,2
0272041A0175,2
027203CE0150,2
02720419012E,2
027204460110,2
027203D600F5,2
0272041500DC,2
027203E600C6,2
0272041700B2,2
0272040000A0,2
0272040E0090,2
027203D90082,2
027203C50075,2
0272040D0069,2
027203DC005F,2
027203840055,2
027203BA004C,2
0271044C0165,2
027004D6025F,2
026E0585034D,2
026D059C041A,2
026B060004B6,2
026A0650055F,2
026906D205EC,2
02670741067A,2
026607770707,2
02650780075E,2
026307D507A5,2
026207AD0810,2
026107DC085E,2
025F085A0895,2
025E085908D6,2
025E080707F4,2
025E07800728,2
025E06EB0671,2
025E069305CC,2
025E06770537,2
025E061404B2,2
025E0602043A,2
025E054503CD,2
025E04E9036C,2
025E05280314,2
025E04EA02C5,2
025E04DF027E,2
025E0496023F,2
025E04550205,2
025E04A101D1,2
025E044101A3,2
025E047B0179,2
025E04440153,2
025E04300131,2
025E040C0113,2
025E041500F7,2
025E03AC00DE,2
025E042800C8,2
025E040200B4,2
025E038100A2,2
025E044C0092,2
025E03FC0083,2
025E03C80076,2
025E03D2006A,2
025E0395005F,2
025E04280056,2
025E0369004D,2
025E03A10045,2
025E0368003E,2
025E03900038,2
025E03BD0032,2
025E039F002D,2
025E03E20029,2
025E03AA0025,2
025E037A0021,2
025E0375001E,2
025E03B6001B,2
025E03E80018,2
025E04140015,2
025E03950013,2
025E03370011,2
025E0000000F,2
025E0000000E,2
025E0000000C,2
025E0000000B,2
025E0000000A,2
025E00000009,2
025E00000008,2
025E00000007,2
025E00000006,2
025E00000006,2
025E00000005,2
025E00000005,2
025E00000004,2
025E00000004,2
025E00000003,2
025E00000003,2
025E00000002,2
025E00000002,2
025E00000002,2
025E00000002,2
025E00000001,2
025E00000001,2
025E00000001,2
025E00000001,2
025E00000001,2
025E00000001,2
025E00000001,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
025E00000000,2
01F600000000,2
015F00000000,2
015F00000000,2
015F00000000,2
015F00000000,2
015F00000000,2
015F00000000,2
015F00000000,2
015F00000000,2
015F00000000,2
015F00000000,2
015F00000000,2
015F00000000,2
015F00000000,2
015F00000000,2
015F00000000,2
