Payload,Fport
061B00000000,2
06140746071B,2
061207C707E9,2
06110896086B,2
060F089808CA,2
060D09030920,2
060C08B7098E,2
060A089809A9,2
060908C009E2,2
0609077A07E8,2
060906E30653,2
06090692050F,2
060905DE040C,2
060905AA033D,2
060905430297,2
060905220212,2
0609059601A8,2
060904FB0153,2
0609042F010F,2
0609041600D9,2
0609048200AD,2
060903F6008B,2
06090431006F,2
060903E50059,2
060904020047,2
060903F90038,2
06090399002D,2
060903D00024,2
060903AD001D,2
060903E50017,2
060903FC0012,2
06090000000E,2
06090000000B,2
060900000009,2
060900000007,2
060900000006,2
060900000004,2
060900000003,2
060900000003,2
060900000002,2
060900000002,2
060900000001,2
060900000001,2
060900000001,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
060900000000,2
0607051E0228,2
0606064803D5,2
060406490551,2
06030720065C,2
060107D10786,2
05FF07EE082C,2
05FE080908AC,2
05FC08A50919,2
05FB08F6098E,2
05F908E209D0,2
05F8092D0A0D,2
05F6092D0A71,2
05F60839085A,2
05F6072106AF,2
05F607070558,2
05F606330447,2
05F60615036C,2
05F6053402BC,2
05F604E90230,2
05F604D301C0,2
05F604880166,2
05F604BD011F,2
05F6041D00E5,2
05F6047000B7,2
05F6041F0092,2
05F604100075,2
05F603C7005E,2
05F603F0004B,2
05F60423003C,2
05F604680030,2
05F6045A0026,2
05F603F6001E,2
05F6044C0018,2
05F50442012A,2
05F404DB0208,2
05F3058F02B9,2
05F3050D022E,2
05F3051F01BE,2
05F304940165,2
05F30437011D,2
05F304C600E4,2
05F3045000B6,2
05F3046F0092,2
05F304130075,2
05F30461005D,2
05F30425004A,2
05F3038A003B,2
05F30459002F,2
05F303E30026,2
05F3039B001E,2
05F304230018,2
05F304110013,2
05F30000000F,2
05F30000000C,2
05F30000000A,2
05F300000008,2
05F300000006,2
05F300000005,2
05F300000004,2
05F300000003,2
05F300000002,2
05F300000002,2
05F300000001,2
05F20545022C,2
05F006090418,2
05EF06CF057C,2
05ED07420691,2
05EC07D90744,2
05EA07BC07FA,2
05E907D20859,2
05E7081508EC,2
05E60874096D,2
05E408D909CB,2
05E309470A1F,2
05E108E30A49,2
05E10818083B,2
05E1071B0695,2
05E106BA0544,2
05E106210436,2
05E105D4035F,2
05E105A402B2,2
05E105140228,2
05E1055E01B9,2
05E105170161,2
05E10576011A,2
05E1046B00E2,2
05E1042500B5,2
05E104AF0090,2
05E103EB0073,2
05E10439005C,2
05E10443004A,2
05E1042E003B,2
05E10424002F,2
05E103BB0025,2
05E10417001E,2
05E103E50018,2
05E104AB0013,2
05E10000000F,2
05E10000000C,2
05E100000009,2
05E100000007,2
05E100000006,2
05E100000005,2
05E100000004,2
05E100000003,2
05E100000002,2
05E100000002,2
05E100000001,2
05E100000001,2
05E100000001,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05E100000000,2
05DF050D0235,2
05DE05FD0414,2
05DC070C0592,2
05DB077D06D2,2
05D907A4077F,2
05D808840836,2
05D6084308A5,2
05D5084C0904,2
05D3089D094A,2
05D2089E09BB,2
05D008C309A3,2
05CF08EB09D4,2
05CF07B407DD,2
05CF06D2064A,2
05CF06D90508,2
05CF06060406,2
05CF060A0338,2
05CF05150293,2
05CF0520020F,2
05CF04EA01A6,2
05CF046E0151,2
05CF049E010E,2
05CF040D00D8,2
05CF04B500AC,2
05CF0482008A,2
05CF047E006E,2
05CF04080058,2
03BB00030000,2
03BB00020000,2
03BB00020000,2
03BC00010000,2
03BC00010000,2
03BC00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD00000000,2
03BD000004D1,2
045A001C04D1,2
04F8003C04D1,2
0596005C04D1,2
0633007C04D1,2
06D1009C04D1,2
076F00BC04E3,2
076F01E004E3,2
076F030504E3,2
076F04290AFC,2
076F054E0AFC,2
076F06730AFC,2
076F07970AFC,2
076907980AFC,2
076307990AFC,2
075E079A0AFC,2
0758079B0AFC,2
0753079C0AFC,2
074D079D0B06,2
0745078F0B06,2
073D07810B06,2
073607730B06,2
072E07650B06,2
072607570B06,2
071E07490B0D,2
071807440B0D,2
071107400B0D,2
070A073C0B0D,2
070407380B0D,2
06FD07340B0D,2
06F7072F0B0D,2
06F1072D0B0D,2
06EA072B0B0D,2
06E407290B0D,2
06DE07270B0D,2
06D807250B0D,2
06D107230B0D,2
06CB07210B0D,2
06C507200B0D,2
06BF071E0B0D,2
06B8071D0B0D,2
06B2071B0B0D,2
06AC07190B0D,2
06A507190B0D,2
069E07180B0D,2
069707180B0D,2
069007170B0D,2
068907170B0D,2
068307160B10,2
067B07140B10,2
067307120B10,2
066B07100B10,2
0663070E0B10,2
065D070F0B10,2
0656070E0B11,2
064F070D0B11,2
0648070C0B11,2
0641070A0B12,2
063907090B12,2
063207080B12,2
062B07070B13,2
062407060B13,2
061D07050B13,2
061507040B14,2
060E07030B14,2
060707020B15,2
060007010B15,2
05F807000B15,2
05F106FE0B16,2
05EA06FD0B16,2
05E306FC0B16,2
05DC06FB0B17,2
05D406FA0B17,2
05CD06F90B17,2
05C606F80B18,2
05BF06F70B18,2
05B900000000,2
05B900000000,2
05B900000000,2
05B900000000,2
05B900000000,2
05B900000000,2
05B900000000,2
05B900000000,2
05B900000000,2
05B900000000,2
05B900000000,2
05B800000000,2
05B600000000,2
05B500000000,2
05B300000000,2
05B200000000,2
05B000000000,2
05AF00000000,2
05AD00000000,2
05AB00000000,2
05AA00000000,2
05A800000000,2
05A700000000,2
05A700000000,2
05A700000000,2
05A706580000,2
05A706050000,2
05A705590000,2
05A705960294,2
05A705250210,2
05A7051E01A6,2
05A7049D0152,2
05A704E1010E,2
05A7047400D8,2
05A704E400AD,2
05A70416008A,2
05A703FA006E,2
05A703F70058,2
05A704840046,2
05A7040E0038,2
05A7043C002D,2
05A704620024,2
05A70423001D,2
05A704530017,2
05A604B3012F,2
05A504C40201,2
05A404B102AF,2
05A4054C0226,2
05A404DF01B8,2
05A405530160,2
05A4046A0119,2
05A4040100E1,2
05A4045D00B4,2
05A4042B0090,2
05A404640073,2
05A403ED005C,2
05A404170049,2
05A403CD003B,2
05A40422002F,2
05A404610025,2
05A40413001E,2
05A404060018,2
05A403C30013,2
05A40000000F,2
05A40000000C,2
05A400000009,2
05A400000007,2
05A400000006,2
05A400000005,2
05A400000004,2
05A400000003,2
05A400000002,2
05A400000002,2
05A400000001,2
05A30528020C,2
05A1062003E9,2
05A0065A051E,2
059E06D1061F,2
059D08030728,2
059B07E207F5,2
059A08030881,2
059808E208FE,2
059708EB093E,2
059508A20965,2
059408BB09B7,2
059208D609F7,2
059207C807F9,2
059206E70660,2
059206C2051A,2
059206540415,2
0592062D0344,2
0592054C029C,2
059205550217,2
059204C801AC,2
059204D30156,2
059204330111,2
059204B400DB,2
0592042A00AF,2
05920439008C,2
059203E40070,2
059204510059,2
059203E00047,2
059204030039,2
0592039F002D,2
059204230024,2
059203F6001D,2
059204260017,2
059204230012,2
05920000000F,2
05920000000C,2
059200000009,2
059200000007,2
059200000006,2
059200000004,2
059200000003,2
059200000003,2
059200000002,2
059200000002,2
059200000001,2
059200000001,2
059200000001,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
059200000000,2
0591054B0223,2
058F05A203D3,2
058D0704055A,2
058C07930669,2
058B07E50754,2
0589086B07E8,2
058708AF087C,2
0586088108DB,2
058409210961,2
0583094B099E,2
058108C709E1,2
0580090F0A07,2
058007D90805,2
058006C8066B,2
058006660522,2
05800612041B,2
0580055E0349,2
0580051F02A0,2
058004AC021A,2
058004DE01AE,2
058004B50158,2
058004ED0113,2
0580046700DC,2
0580045800B0,2
05800498008D,2
058004260070,2
0580044B005A,2
058004220048,2
058004840039,2
05800402002E,2
0580043B0024,2
058003DC001D,2
058003E80017,2
057F0406012F,2
057E047A0207,2
057D051602A7,2
057D04ED021F,2
057D051A01B3,2
057D049A015C,2
057D04950116,2
057D049700DE,2
057D046E00B2,2
057D043E008E,2
057D04000072,2
057D046A005B,2
057D041C0048,2
057D0406003A,2
057D041D002E,2
057D047C0025,2
057D044D001D,2
057D04540017,2
057D04650013,2
057D0000000F,2
057D0000000C,2
057D00000009,2
057D00000007,2
057C00000006,2
057C00000005,2
057C00000004,2
057C00000003,2
057C00000002,2
057C00000002,2
057C00000001,2
057C05100212,2
057C057503CD,2
05670660053D,2
0558064A0641,2
0555072F071F,2
05540800080D,2
050A08280878,2
05110853090C,2
04FF09100954,2
04EC09A50993,2
04D9090D09BD,2
04C6088709DB,2
04B307D80AE1,2
04A006C40AE3,2
048E06350AF1,2
047B06790B02,2
0468056A0B3E,2
045505580B5D,2
044204A30B84,2
042F04B20BAA,2
041D046F0BD1,2
040A04330BF7,2
03F704740C1E,2
03E403EB0C44,2
03D103CF0C6B,2
03BE043A0C91,2
03AC03F70CB8,2
039904870CDE,2
0386041C0D05,2
037304360D2B,2
036004270D52,2
034D04880D78,2
033B04020D9F,2
032804540012,2
03280000000E,2
03280000000B,2
032800000009,2
032800000007,2
032800000006,2
032800000004,2
032800000003,2
032800000003,2
032800000002,2
032800000001,2
032800000001,2
032800000001,2
032800000001,2
032800000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE00000000,2
07CE05110230,2
07C305C503DB,2
07BE066B056F,2
07B507260679,2
07AC07720735,2
07A4081307CA,2
079C082E087E,2
079308F208DB,2
078B095B092D,2
0783090A0966,2
077A08B809D0,2
077209190A0C,2
076A085D091A,2
0761082C085D,2
075907AC07C3,2
075107F10636,2
074906B604F8,2
074905C203F9,2
07490617032E,2
0749057D028B,2
074904B50209,2
0749046F01A0,2
0749047F014D,2
074904EB010A,2
0749048600D5,2
074904B700AA,2
074904550088,2
074903F1006D,2
0749043B0057,2
0749040B0045,2
074904290037,2
074903BC002C,2
074903A40023,2
074903ED001C,2
074904080016,2
074903C00012,2
07490000000E,2
07490000000B,2
074900000009,2
074905460232,2
074905E403F7,2
074906660552,2
07490720066F,2
074407450763,2
074208410808,2
073B07D208B8,2
073808A60901,2
073308E1094F,2
072F07A20773,2
072B06CE05F5,2
0726064D04C4,2
072205CD03D0,2
071E054E030D,2
071905660270,2
0715051B01F3,2
07110502018F,2
071104C6013F,2
0711046900FF,2
0711040F00CC,2
0711042A00A3,2
071104310083,2
071104460068,2
071104050053,2
071104820043,2
0711039A0035,2
071103BB002A,2
071103ED0022,2
07110435001B,2
071103AF0015,2
071103B70011,2
07110000000E,2
07110000000B,2
071100000009,2
071100000007,2
071100000005,2
071100000004,2
071100000003,2
071100000002,2
071100000002,2
071100000001,2
071100000001,2
071100000001,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
071100000000,2
06EA04F80240,2
06DF058F03ED,2
06D906890534,2
06C007810694,2
06AE082B0801,2
069D07DA08C0,2
068B07D409EB,2
067908BE0ACE,2
066708FA0BC4,2
065508A10CB9,2
064409100DAE,2
063208B00EA3,2
0620082D0B65,2
060E06F40827,2
05FC066A04E8,2
05EB06C7042A,2
05D905C30355,2
05D9050502AA,2
05D904F00222,2
05D9048201B4,2
05D9044D015D,2
05D904910117,2
05D9049400DF,2
05D9047400B2,2
05D9046F008F,2
05D9044E0072,2
05D90524005B,2
05D9046B0049,2
05D90438003A,2
05D903F8002E,2
05D904010025,2
05D903C1001E,2
05D9039F0018,2
05D9047B0137,2
05D90474021C,2
05D9052B02BE,2
05D905630231,2
05D9053201C1,2
05D904850167,2
05D9052C011F,2
05D904B700E6,2
05D904B600B8,2
05D904B30093,2
05D9046E0075,2
05D9041E005E,2
05D903BF004B,2
05D90442003C,2
05D903E10030,2
05D9036F0026,2
05D9049A001E,2
05D903FB0018,2
05D904A30013,2
05D90000000F,2
05D90000000C,2
05D90000000A,2
05D900000008,2
05D900000006,2
05D900000005,2
05D900000004,2
05D900000003,2
05D900000002,2
05D900000002,2
05D900000001,2
05D205400211,2
05CA05BD03CD,2
05C306BD0522,2
05BB06DE0645,2
05B407DE0731,2
05AD080707B5,2
05A5082B082E,2
059E084F08A7,2
059E08860903,2
059E0876095A,2
059E097C09B1,2
059E08EB09DC,2
059E079707E3,2
059E06FE064F,2
059E0650050C,2
059E063D0409,2
059E05A5033B,2
059E05220295,2
059E054D0211,2
059E053801A7,2
059E052E0152,2
059E04A2010F,2
059E047F00D8,2
059E046800AD,2
059E0429008A,2
059E03CD006F,2
059E04570058,2
059E04230047,2
059E03E30038,2
059E03D9002D,2
059E045E0024,2
059E0407001D,2
059E045B0017,2
059E03C70012,2
059E0000000E,2
059E0000000B,2
059E00000009,2
059E00000007,2
059E00000006,2
059E00000004,2
059E00000003,2
059E00000003,2
059E00030000,2
059E00020000,2
059E00020000,2
059E00010000,2
059E00010000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E00000000,2
059E000004D1,2
059E001C04D1,2
04F8003C04D1,2
0596005C04D1,2
0633007C04D1,2
06D1009C04D1,2
076F00BC04E3,2
076F01E004E3,2
076F030504E3,2
076F04290AFC,2
